brand;artist;title;album;style;difficulty;total_xp;artwork_filename;pdf_filename;assignment_title;assignment_xp;soundslice_slug;publishing_status;instrument_removed;pdf_filename_tabs_and_notation;content_id
guitareo;Demi Lovato;Skyscraper;Unbroken;Pop;3;100;demi-lovato-unbroken.jpg;demi-lovato-skyscraper-tab-standard.pdf;Skyscraper;25;Jmz4c;Published;FALSE;demi-lovato-skyscraper-tab.pdf;
guitareo;Demi Lovato;Stone Cold;Confident;Pop;6;150;demi-lovato-confident.jpg;demi-lovato-stone-cold-tab-standard.pdf;Stone Cold;25;Fmz4c;Published;FALSE;demi-lovato-stone-cold-tab.pdf;
guitareo;Dua Lipa;New Rules;New Rules;Pop;5;150;dua-lipa-new-rules.jpg;dua-lipa-new-rules-tab-standard.pdf;New Rules;25;7yc4c;Published;FALSE;dua-lipa-new-rules-tab.pdf;
guitareo;Duane Eddy;Rebel Rouser;Have 'Twangy' Guitar Will Travel;Rock;6;150;duane-eddy-have-twangy-guitar-will-travel.jpg;duane-eddy-rebel-rouser-tab-standard.pdf;Rebel Rouser;25;N-8Mc;Published;FALSE;duane-eddy-rebel-rouser-tab.pdf;
guitareo;Elvis Presley;Can't Help Falling In Love;Blue Hawaii;Pop;7;200;elvis-presley-blue-hawaii.jpg;elvis-presley-cant-help-falling-in-love-tab-standard.pdf;Can't Help Falling In Love;25;DCtkc;Published;FALSE;elvis-presley-cant-help-falling-in-love-tab.pdf;
guitareo;Elvis Presley;Jailhouse Rock;Jailhouse Rock;Rock;7;200;elvis-presley-jailhouse-rock.jpg;elvis-presley-jailhouse-rock-tab-standard.pdf;Jailhouse Rock;25;jfGkc;Published;FALSE;elvis-presley-jailhouse-rock-tab.pdf;
guitareo;Elvis Presley;Love Me Tender;Love Me Tender;Pop;6;150;elvis-presley-love-me-tender.jpg;elvis-presley-love-me-tender-tab-standard.pdf;Love Me Tender;25;WG5kc;Published;FALSE;elvis-presley-love-me-tender-tab.pdf;
guitareo;Evanescense;Bring Me To Life;Fallen;Metal;6;150;evanescense-fallen.jpg;evanescense-bring-me-to-life-tab-standard.pdf;Bring Me To Life;25;PLz4c;Published;FALSE;evanescense-bring-me-to-life-tab.pdf;
guitareo;Foo Fighters;Everlong;The Colour And The Shape;Rock;6;150;foo-fighters-the-colour-and-the-shape.jpg;foo-fighters-everlong-tab-standard.pdf;Everlong;25;5s44c;Published;FALSE;foo-fighters-everlong-tab.pdf;
guitareo;Foo Fighters;My Hero;The Colour and the Shape;Rock;7;200;foo-fighters-the-colour-and-the-shape.jpg;foo-fighters-my-hero-tab-standard.pdf;My Hero;25;VBy4c;Published;FALSE;foo-fighters-my-hero-tab.pdf;
guitareo;Foo Fighters;Times Like These;One By One;Rock;5;150;foo-fighters-one-by-one.jpg;foo-fighters-times-like-these-tab-standard.pdf;Times Like These;25;cGk4c;Published;FALSE;foo-fighters-times-like-these-tab.pdf;
guitareo;Foster The People;Pumped Up Kicks;Torches;Pop;6;150;foster-the-people-torches.jpg;foster-the-people-pumped-up-kicks-tab-standard.pdf;Pumped Up Kicks;25;tPY4c;Published;FALSE;foster-the-people-pumped-up-kicks-tab.pdf;
guitareo;Gnarls Barkley;Crazy;St. Elsewhere;Pop;4;150;gnarls-barkley-st-elsewhere.jpg;gnarls-barkley-crazy-tab-standard.pdf;Crazy;25;MHy4c;Published;FALSE;gnarls-barkley-crazy-tab.pdf;
guitareo;Green Day;Basket Case;Dookie;Rock;6;150;green-day-dookie.jpg;green-day-basket-case-tab-standard.pdf;Basket Case;25;3N6kc;Published;FALSE;green-day-basket-case-tab.pdf;
guitareo;Green Day;Wake Me Up When September Ends;American Idiot;Pop;6;150;green-day-american-idiot.jpg;green-day-wake-me-up-when-september-ends-tab-standard.pdf;Wake Me Up When September Ends;25;1xM4c;Published;FALSE;green-day-wake-me-up-when-september-ends-tab.pdf;
guitareo;Green Day;When I Come Around;Dookie;Rock;7;200;green-day-dookie.jpg;green-day-when-i-come-around-tab-standard.pdf;When I Come Around;25;m744c;Published;FALSE;green-day-when-i-come-around-tab.pdf;
guitareo;Grover Washington Jr. & Bill Withers;Just the Two of Us;Winelight;Pop;6;150;grover-washington-jr-and-bill-withers-winelight.jpg;grover-washington-jr-and-bill-withers-just-the-two-of-us-tab-standard.pdf;Just the Two of Us;25;pmz4c;Published;FALSE;grover-washington-jr-and-bill-withers-just-the-two-of-us-tab.pdf;
guitareo;Guitar Slim;The Things That I Used To Do;The Things That I Used To Do;Blues;6;150;guitar-slim-the-things-that-i-used-to-do.jpg;guitar-slim-the-things-that-i-used-to-do-tab-standard.pdf;The Things That I Used To Do;25;KVvkc;Published;FALSE;guitar-slim-the-things-that-i-used-to-do-tab.pdf;
guitareo;Hootie & The Blowfish;Only Wanna Be With You;Cracked Rearview Mirror;Rock;6;150;hootie-and-the-blowfish-cracked-rearview-mirror.jpg;hootie-and-the-blowfish-only-wanna-be-with-you-tab-standard.pdf;Only Wanna Be With You;25;RWY4c;Published;FALSE;hootie-and-the-blowfish-only-wanna-be-with-you-tab.pdf;
guitareo;Howie Day;Collide;Stop All the World Now;Pop;6;150;howie-day-stop-all-the-world-now.jpg;howie-day-collide-tab-standard.pdf;Collide;25;zP24c;Published;FALSE;howie-day-collide-tab.pdf;
guitareo;Hozier;Take Me To Church;Take Me To Church EP;Pop;3;100;hozier-take-me-to-church-ep.jpg;hozier-take-me-to-church-tab-standard.pdf;Take Me To Church;25;4vz4c;Published;FALSE;hozier-take-me-to-church-tab.pdf;
guitareo;Idina Menzel;Let It Go;Frozen: Original Motion Picture Soundtrack;Pop;6;150;idina-menzel-frozen-original-motion-picture-soundtrack.jpg;idina-menzel-let-it-go-tab-standard.pdf;Let It Go;25;svz4c;Published;FALSE;idina-menzel-let-it-go-tab.pdf;
guitareo;James Brown;The Chicken;;Funk;7;200;james-brown-back-to-bedlam.jpg;james-brown-the-chicken-tab-standard.pdf;The Chicken;25;zwgkc;Published;FALSE;james-brown-the-chicken-tab.pdf;
guitareo;James Lord Pierpont;Jingle Bells;;Holiday;3;100;james-lord-pierpont-.jpg;james-lord-pierpont-jingle-bells-tab-standard.pdf;Jingle Bells;25;tn24c;Published;FALSE;james-lord-pierpont-jingle-bells-tab.pdf;
guitareo;Jason Derulo;Whatcha Say;Jason Derulo;Pop;5;150;jason-derulo-jason-derulo.jpg;jason-derulo-whatcha-say-tab-standard.pdf;Whatcha Say;25;sYz4c;Published;FALSE;jason-derulo-whatcha-say-tab.pdf;
guitareo;Jason Mraz;I'm Yours;We sing. We Dance. We Steal Things.;Pop;5;150;jason-mraz-we-sing-we-dance-we-steal-things.jpg;jason-mraz-im-yours-tab-standard.pdf;I'm Yours;25;lQM4c;Published;FALSE;jason-mraz-im-yours-tab.pdf;
