CONTENT_ID	Brand	Lesson Title	Content Type	CMS URL	Course/Pack
202296	drumeo	Dafnis Prieto Solo	solos	https://admin.musora.com/admin#/content/drumeo/202296	
202312	drumeo	Josh Saves Blues Guitar	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/202312	
202750	drumeo	Tony Royster Jr. & Michael Schack - Jam Session #2	solos	https://admin.musora.com/admin#/content/drumeo/202750	
202751	drumeo	Tony Royster Jr. & Michael Schack - Jam Session #3	solos	https://admin.musora.com/admin#/content/drumeo/202751	
202753	drumeo	Tony Royster Jr. & Michael Schack - Jam Session #5	solos	https://admin.musora.com/admin#/content/drumeo/202753	
202754	drumeo	Tony Royster Jr. & Michael Schack - Jam Session #6	solos	https://admin.musora.com/admin#/content/drumeo/202754	
202769	drumeo	Scottish Pipe Snare Solo #1	solos	https://admin.musora.com/admin#/content/drumeo/202769	
203166	drumeo	Interview With Harvey Mason	podcasts	https://admin.musora.com/admin#/content/drumeo/203166	
203555	drumeo	Rodney Holmes Solo #2	solos	https://admin.musora.com/admin#/content/drumeo/203555	
203870	drumeo	Parking Lot Pals & The Prank Call	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/203870	
204553	drumeo	Senri Kawaguchi - "Infinite Possibility"	performances	https://admin.musora.com/admin#/content/drumeo/204553	
204555	drumeo	KIYO*SEN - "Ladies Talk"	performances	https://admin.musora.com/admin#/content/drumeo/204555	
205451	drumeo	Mark Kelso and The Jazz Exiles - "The Jazz Exiles"	performances	https://admin.musora.com/admin#/content/drumeo/205451	
205488	drumeo	Star Wars Drum Cover - Performed By Stormtroopers	performances	https://admin.musora.com/admin#/content/drumeo/205488	
206242	pianote	Piano Fills And Riffs	quick-tips	https://admin.musora.com/admin#/content/pianote/206242	
207126	drumeo	Russ Miller NAMM 2016 Performance	on-the-road	https://admin.musora.com/admin#/content/drumeo/207126	
207137	drumeo	The Imagination Brewery	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/207137	
207815	pianote	Style Switch - Simple Techniques To Switch Up Genre	quick-tips	https://admin.musora.com/admin#/content/pianote/207815	
207816	pianote	How To Play The Piano And Sing At The Same Time	quick-tips	https://admin.musora.com/admin#/content/pianote/207816	
208186	drumeo	How To Chart A Song Quickly	quick-tips	https://admin.musora.com/admin#/content/drumeo/208186	
208844	drumeo	Michael Jackson - "Jam"	performances	https://admin.musora.com/admin#/content/drumeo/208844	
208845	drumeo	Michael Jackson - "Beat It"	performances	https://admin.musora.com/admin#/content/drumeo/208845	
208846	drumeo	Behind The Scenes With Jonathan Moffett	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/208846	
209772	drumeo	Drummers, Drinks & Drums	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/209772	
209913	pianote	The Ultimate Piano Warm-Up Exercise Routine (Only 3 Minutes)	quick-tips	https://admin.musora.com/admin#/content/pianote/209913	
209918	pianote	What Are Dynamics (And How They Make Your Piano Playing Amazing)	quick-tips	https://admin.musora.com/admin#/content/pianote/209918	
209922	pianote	Use The 1-5-6-4 Progression To Play Your Favourite Pop Songs	quick-tips	https://admin.musora.com/admin#/content/pianote/209922	
209923	pianote	The Best Blues Piano Bass Line (Left Hand Blues)	quick-tips	https://admin.musora.com/admin#/content/pianote/209923	
210704	pianote	How Do Major And Minor Keys Affect Emotion	quick-tips	https://admin.musora.com/admin#/content/pianote/210704	
210724	drumeo	Car Radio	song	https://admin.musora.com/admin#/content/drumeo/210724	
211576	drumeo	The Best Drumming Product	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/211576	
211660	drumeo	Michael Jackson - "Smooth Criminal"	performances	https://admin.musora.com/admin#/content/drumeo/211660	
211661	drumeo	Michael Jackson - "Wanna Be Startin' Somethin'"	performances	https://admin.musora.com/admin#/content/drumeo/211661	
212102	drumeo	Jost Nickel	study-the-greats	https://admin.musora.com/admin#/content/drumeo/212102	
212414	pianote	Chord Feature - The Minor/Major 7th	quick-tips	https://admin.musora.com/admin#/content/pianote/212414	
212876	drumeo	The Tommy Igoe Groove Conspiracy - "Jazz Crimes"	performances	https://admin.musora.com/admin#/content/drumeo/212876	
212877	drumeo	Exploring Beats - Dr. Dre	exploring-beats	https://admin.musora.com/admin#/content/drumeo/212877	
212878	drumeo	Exploring Beats - Timbaland	exploring-beats	https://admin.musora.com/admin#/content/drumeo/212878	
214096	drumeo	Spock's Beard - "Snow" Medley	performances	https://admin.musora.com/admin#/content/drumeo/214096	
214097	drumeo	Big Big Train - "Haymaking"	performances	https://admin.musora.com/admin#/content/drumeo/214097	
214099	drumeo	Haymaking	play-along	https://admin.musora.com/admin#/content/drumeo/214099	
214128	drumeo	Exploring Beats - DJ Premier	exploring-beats	https://admin.musora.com/admin#/content/drumeo/214128	
214538	drumeo	Exploring Beats - The Neptunes	exploring-beats	https://admin.musora.com/admin#/content/drumeo/214538	
214756	drumeo	Exploring Beats - Madlib	exploring-beats	https://admin.musora.com/admin#/content/drumeo/214756	
215035	pianote	Learn How To Play Songs On The Piano By Ear	quick-tips	https://admin.musora.com/admin#/content/pianote/215035	
215075	drumeo	Exploring Beats - Black Milk	exploring-beats	https://admin.musora.com/admin#/content/drumeo/215075	
215082	drumeo	The Meters - "Cissy Strut"	performances	https://admin.musora.com/admin#/content/drumeo/215082	
215084	drumeo	Exploring Beats - Pete Rock	exploring-beats	https://admin.musora.com/admin#/content/drumeo/215084	
215091	drumeo	Exploring Beats - Kanye West	exploring-beats	https://admin.musora.com/admin#/content/drumeo/215091	
215095	drumeo	Derek Sherinian - "Czar Of Steel"	performances	https://admin.musora.com/admin#/content/drumeo/215095	
215098	drumeo	Exploring Beats - No I.D.	exploring-beats	https://admin.musora.com/admin#/content/drumeo/215098	
215676	drumeo	Exploring Beats - J Dilla	exploring-beats	https://admin.musora.com/admin#/content/drumeo/215676	
215757	drumeo	I Want You Back Santa Claus	play-along	https://admin.musora.com/admin#/content/drumeo/215757	
216206	drumeo	Dave's Got No "Clue" Why His Office Got Destroyed	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/216206	
216649	drumeo	Two Way Street	play-along	https://admin.musora.com/admin#/content/drumeo/216649	
216650	drumeo	Kimbra - "Two Way Street"	performances	https://admin.musora.com/admin#/content/drumeo/216650	
216905	drumeo	Float Your Boat	play-along	https://admin.musora.com/admin#/content/drumeo/216905	
216906	drumeo	Ryan Follese - "Float Your Boat"	performances	https://admin.musora.com/admin#/content/drumeo/216906	
216917	drumeo	You Can Call Me QT	rhythms-from-another-planet	https://admin.musora.com/admin#/content/drumeo/216917	
216974	drumeo	Foilin' The Quintufflon Plot	rhythms-from-another-planet	https://admin.musora.com/admin#/content/drumeo/216974	
217282	drumeo	Celestial Satellites	play-along	https://admin.musora.com/admin#/content/drumeo/217282	
217283	drumeo	The New Caledonia - “Celestial Satellites”	performances	https://admin.musora.com/admin#/content/drumeo/217283	
218268	drumeo	2018 Year-End Recap	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/218268	
218562	drumeo	Growing Up	play-along	https://admin.musora.com/admin#/content/drumeo/218562	
218564	drumeo	Ryan Follese - "Growing Up"	performances	https://admin.musora.com/admin#/content/drumeo/218564	
218626	drumeo	Sticks Behind Styx	on-the-road	https://admin.musora.com/admin#/content/drumeo/218626	
218914	drumeo	Ryan Follese - "Wilder"	performances	https://admin.musora.com/admin#/content/drumeo/218914	
220943	drumeo	Interview With Stan Bicknell	podcasts	https://admin.musora.com/admin#/content/drumeo/220943	
220948	drumeo	Money	song	https://admin.musora.com/admin#/content/drumeo/220948	
221013	pianote	Tips For Memorizing Piano Music	quick-tips	https://admin.musora.com/admin#/content/pianote/221013	
221431	drumeo	Drummers Who Are Social-Media Natives	podcasts	https://admin.musora.com/admin#/content/drumeo/221431	
222201	drumeo	Drumeo GAB - Roundtable Part #2 (Round 3)	podcasts	https://admin.musora.com/admin#/content/drumeo/222201	
222504	guitareo	Top-5 Mötley Crüe Riffs	quick-tips	https://admin.musora.com/admin#/content/guitareo/222504	
222602	drumeo	Drumeo GAB - Mark Guiliana Part #1	podcasts	https://admin.musora.com/admin#/content/drumeo/222602	
222620	drumeo	System Of A Down - "Chop Suey!"	performances	https://admin.musora.com/admin#/content/drumeo/222620	
222624	drumeo	Drumeo GAB - Mark Guiliana Part #2	podcasts	https://admin.musora.com/admin#/content/drumeo/222624	
222727	guitareo	Hallelujah - Guitar Lesson	quick-tips	https://admin.musora.com/admin#/content/guitareo/222727	
222731	guitareo	5 HUGE Guitar Practice Mistakes	quick-tips	https://admin.musora.com/admin#/content/guitareo/222731	
222781	pianote	Right Hand Piano Fills & Tricks	quick-tips	https://admin.musora.com/admin#/content/pianote/222781	
222961	guitareo	10 Ways To Get Better Faster On Guitar	quick-tips	https://admin.musora.com/admin#/content/guitareo/222961	
223536	guitareo	7 Fingerstyle Songs You Must Know	quick-tips	https://admin.musora.com/admin#/content/guitareo/223536	
223539	guitareo	Learn Strumming With CCR	quick-tips	https://admin.musora.com/admin#/content/guitareo/223539	
223642	pianote	How To Harmonize A Melody	quick-tips	https://admin.musora.com/admin#/content/pianote/223642	
223896	drumeo	Harry Miree Stages A Coup	behind-the-scenes	https://admin.musora.com/admin#/content/drumeo/223896	
223942	guitareo	12 Easy Acoustic Guitar Songs	quick-tips	https://admin.musora.com/admin#/content/guitareo/223942	
224452	guitareo	$3000 Guitar That Plays Like A Piece of Literal Trash	quick-tips	https://admin.musora.com/admin#/content/guitareo/224452	
224456	guitareo	The Beatles - "Blackbird"	quick-tips	https://admin.musora.com/admin#/content/guitareo/224456	
224459	guitareo	Top 10 Super Easy Lead Licks	quick-tips	https://admin.musora.com/admin#/content/guitareo/224459	
224462	guitareo	Complementary Guitar Parts	quick-tips	https://admin.musora.com/admin#/content/guitareo/224462	
224469	pianote	7ths For Small Hands	quick-tips	https://admin.musora.com/admin#/content/pianote/224469	
224693	drumeo	Foreigner - "Hot Blooded"	performances	https://admin.musora.com/admin#/content/drumeo/224693	
224831	pianote	Quick Chord Transitions	quick-tips	https://admin.musora.com/admin#/content/pianote/224831	
224858	pianote	Passing Chords For The Sweet R&B Gospel Sound	quick-tips	https://admin.musora.com/admin#/content/pianote/224858	
225976	drumeo	Black Betty Medley (Electronic & Acoustic Performances)	performances	https://admin.musora.com/admin#/content/drumeo/225976	
226132	guitareo	7 Easy Songs To Rock Your Power Chords	quick-tips	https://admin.musora.com/admin#/content/guitareo/226132	
226210	pianote	Piano For Singers	quick-tips	https://admin.musora.com/admin#/content/pianote/226210	
226223	drumeo	Jonathan "Sugarfoot" Moffett	study-the-greats	https://admin.musora.com/admin#/content/drumeo/226223	
226816	pianote	How To Change Key - Transposing 101	quick-tips	https://admin.musora.com/admin#/content/pianote/226816	
227061	drumeo	Nick D'Virgilio	study-the-greats	https://admin.musora.com/admin#/content/drumeo/227061	
227071	drumeo	Anika Nilles	study-the-greats	https://admin.musora.com/admin#/content/drumeo/227071	
227103	guitareo	5 Absolutely Essential Campfire Songs	quick-tips	https://admin.musora.com/admin#/content/guitareo/227103	
228684	drumeo	Find Your Drum Cave - "Eye Of The Tiger"	performances	https://admin.musora.com/admin#/content/drumeo/228684	
229227	drumeo	Real Life Duo Performance	performances	https://admin.musora.com/admin#/content/drumeo/229227	
229708	guitareo	13 Essential Campfire Guitar Chords	quick-tips	https://admin.musora.com/admin#/content/guitareo/229708	
230215	drumeo	Hook Me Up Baby	play-along	https://admin.musora.com/admin#/content/drumeo/230215	
230439	pianote	The Fastest Way To Go From Good To Great - Developing Control At The Piano	quick-tips	https://admin.musora.com/admin#/content/pianote/230439	
230803	guitareo	Play "Free Fallin'" By Tom Petty	quick-tips	https://admin.musora.com/admin#/content/guitareo/230803	
230805	guitareo	The Most Important Guitar Accessory	quick-tips	https://admin.musora.com/admin#/content/guitareo/230805	
230990	drumeo	Drumeo GAB - Kristina Schiano	podcasts	https://admin.musora.com/admin#/content/drumeo/230990	
231446	guitareo	How To Play "Stand By Me"	quick-tips	https://admin.musora.com/admin#/content/guitareo/231446	
231450	guitareo	Your Acoustic Guitar Survival Guide (For Serious Guitar Players Only)	quick-tips	https://admin.musora.com/admin#/content/guitareo/231450	
231451	guitareo	Which Drive Pedal Should I Buy?	quick-tips	https://admin.musora.com/admin#/content/guitareo/231451	
232945	pianote	Play Songs By Ear Without A Chart	quick-tips	https://admin.musora.com/admin#/content/pianote/232945	
233049	drumeo	Nada Es Imposible	play-along	https://admin.musora.com/admin#/content/drumeo/233049	
233051	drumeo	Rene Gonzalez - "Nada Es Imposible"	performances	https://admin.musora.com/admin#/content/drumeo/233051	
233377	guitareo	Write Awesome Songs With Your Chord Library	quick-tips	https://admin.musora.com/admin#/content/guitareo/233377	
233378	guitareo	8 Songs With 4 Chords	quick-tips	https://admin.musora.com/admin#/content/guitareo/233378	
233380	guitareo	The $1,000,000 Chord Progression (1-5-6-4)	quick-tips	https://admin.musora.com/admin#/content/guitareo/233380	
233386	guitareo	"Freight Train" - Guitar Travis Picking	quick-tips	https://admin.musora.com/admin#/content/guitareo/233386	
233468	guitareo	Top 7 Underrated Acoustic Guitar Players	quick-tips	https://admin.musora.com/admin#/content/guitareo/233468	
233780	drumeo	Drumeo GAB - Justin Brown	podcasts	https://admin.musora.com/admin#/content/drumeo/233780	
233787	drumeo	Heather Thomas - "People In Places"	performances	https://admin.musora.com/admin#/content/drumeo/233787	
233788	drumeo	People In Places	play-along	https://admin.musora.com/admin#/content/drumeo/233788	
234320	drumeo	Gregg Bissonette - "Twenty Dollar Bill"	performances	https://admin.musora.com/admin#/content/drumeo/234320	
234321	drumeo	Twenty Dollar Bill	play-along	https://admin.musora.com/admin#/content/drumeo/234321	
234323	drumeo	Drumeo GAB - Jonathan Moffett	podcasts	https://admin.musora.com/admin#/content/drumeo/234323	
234326	pianote	Pedal Practice Tips	quick-tips	https://admin.musora.com/admin#/content/pianote/234326	
234419	guitareo	20 Things That Scare Every Guitar Player	quick-tips	https://admin.musora.com/admin#/content/guitareo/234419	
234925	guitareo	Essential Funk Chords Via James Brown	quick-tips	https://admin.musora.com/admin#/content/guitareo/234925	
235177	drumeo	Blazing Arrows - "Deep in the Cut"	performances	https://admin.musora.com/admin#/content/drumeo/235177	
235661	drumeo	11 Things Drummers Are Scared Of	quick-tips	https://admin.musora.com/admin#/content/drumeo/235661	
235665	drumeo	Gregg Bissonette - "After All"	performances	https://admin.musora.com/admin#/content/drumeo/235665	
235666	drumeo	After All	play-along	https://admin.musora.com/admin#/content/drumeo/235666	
235678	drumeo	Mashup #1	performances	https://admin.musora.com/admin#/content/drumeo/235678	
235823	guitareo	How To Learn Songs By Ear #1	quick-tips	https://admin.musora.com/admin#/content/guitareo/235823	
235969	pianote	4 Songs That Are Perfect For Beginners	quick-tips	https://admin.musora.com/admin#/content/pianote/235969	
236678	drumeo	Aaron Gillespie	in-rhythm	https://admin.musora.com/admin#/content/drumeo/236678	
236680	drumeo	Brian Frasier-Moore	in-rhythm	https://admin.musora.com/admin#/content/drumeo/236680	
236682	drumeo	Aric Improta	in-rhythm	https://admin.musora.com/admin#/content/drumeo/236682	
236686	drumeo	Tim Oxford	in-rhythm	https://admin.musora.com/admin#/content/drumeo/236686	
236687	drumeo	Matt Greiner	in-rhythm	https://admin.musora.com/admin#/content/drumeo/236687	
236688	drumeo	Mike Sleath	in-rhythm	https://admin.musora.com/admin#/content/drumeo/236688	
236736	drumeo	Mashup #2	performances	https://admin.musora.com/admin#/content/drumeo/236736	
237352	drumeo	Gil Sharone - "Reggae Medley"	performances	https://admin.musora.com/admin#/content/drumeo/237352	
239176	drumeo	Gregg Bissonette - "Warning Will Robinson"	performances	https://admin.musora.com/admin#/content/drumeo/239176	
239178	drumeo	Warning Will Robinson	play-along	https://admin.musora.com/admin#/content/drumeo/239178	
240227	drumeo	Blicher Hemmer Gadd - A Music Documentary	on-the-road	https://admin.musora.com/admin#/content/drumeo/240227	
242569	drumeo	The Grand Prix Of Drumming - 10 Styles In 10 Minutes	quick-tips	https://admin.musora.com/admin#/content/drumeo/242569	
243754	drumeo	Testing Out 14 Drum Gadgets	quick-tips	https://admin.musora.com/admin#/content/drumeo/243754	
244281	pianote	Know Exactly What To Practice	quick-tips	https://admin.musora.com/admin#/content/pianote/244281	
245307	pianote	3 Romantic Songs You Can Play For Your Sweetheart	quick-tips	https://admin.musora.com/admin#/content/pianote/245307	
245311	drumeo	Larnell Lewis Learns A Song By Ear	quick-tips	https://admin.musora.com/admin#/content/drumeo/245311	
245694	pianote	How To Learn A Song As A Beginner	quick-tips	https://admin.musora.com/admin#/content/pianote/245694	
246177	pianote	3 Chord Patterns For Smooth Transitions	quick-tips	https://admin.musora.com/admin#/content/pianote/246177	
246179	pianote	Right Hand Piano Fills	quick-tips	https://admin.musora.com/admin#/content/pianote/246179	
247369	pianote	4 Things Every Beginner Piano Player Needs To Know	quick-tips	https://admin.musora.com/admin#/content/pianote/247369	
248602	pianote	Make The Most Of Your Practice Time	quick-tips	https://admin.musora.com/admin#/content/pianote/248602	
248605	pianote	Play Like Einaudi	quick-tips	https://admin.musora.com/admin#/content/pianote/248605	
248607	pianote	I Suck At Reading Sheet Music	quick-tips	https://admin.musora.com/admin#/content/pianote/248607	
250086	pianote	Intros, Outros And Everything In Between	quick-tips	https://admin.musora.com/admin#/content/pianote/250086	
253422	drumeo	Drumeo GAB - Dom Famularo	podcasts	https://admin.musora.com/admin#/content/drumeo/253422	
253432	drumeo	Get The Groove Right	play-along	https://admin.musora.com/admin#/content/drumeo/253432	
253433	drumeo	Mathieu Fiset & The RoboJazz Band - "Get The Groove Right"	performances	https://admin.musora.com/admin#/content/drumeo/253433	
253438	drumeo	Drumeo GAB - Aquiles Priester	podcasts	https://admin.musora.com/admin#/content/drumeo/253438	
