CONTENT_ID	Brand	Lesson Title	Content Type	CMS URL	Permission IDs	Parent Title
305349	singeo	What Would Beyoncé Do? (Vocal Riffs & Runs)	quick-tips	https://admin.musora.com/admin#/content/singeo/305349	92;94;78;88;89;90	
401049	pianote	Everything You Need To Know About Time Signatures	quick-tips	https://admin.musora.com/admin#/content/pianote/401049	92;94;78;88;89;90	
336335	guitareo	Living on the Edge - Top 7 U2 Guitar Licks	quick-tips	https://admin.musora.com/admin#/content/guitareo/336335	92;94;78;88;89;90	
402696	drumeo	Ben Thatcher Breaks Down A Royal Blood Show	quick-tips	https://admin.musora.com/admin#/content/drumeo/402696	92;94;78;88;89;90	
313988	guitareo	What To Look For In An Electric Guitar	quick-tips	https://admin.musora.com/admin#/content/guitareo/313988	92;94;78;88;89;90	
306308	guitareo	Strumming Patterns You Should Know	quick-tips	https://admin.musora.com/admin#/content/guitareo/306308	92;94;78;88;89;90	
352435	guitareo	The Most Basic Fingerstyle Guitar Rhythm	quick-tips	https://admin.musora.com/admin#/content/guitareo/352435	92;94;78;88;89;90	
374916	singeo	Folsom Prison Blues Performance	quick-tips	https://admin.musora.com/admin#/content/singeo/374916	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
360544	drumeo	The Advantages Of Open-Handed Drumming	quick-tips	https://admin.musora.com/admin#/content/drumeo/360544	92;94;78;88;89;90	
355093	drumeo	Simon Phillips Breaks Down His Biggest Drum Part	quick-tips	https://admin.musora.com/admin#/content/drumeo/355093	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
369348	singeo	Georgia On My Mind Performance	quick-tips	https://admin.musora.com/admin#/content/singeo/369348	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
368453	drumeo	8 TOOL Songs You Always Wanted To Play On Drums	quick-tips	https://admin.musora.com/admin#/content/drumeo/368453	92;94;78;88;89;90	
407431	drumeo	Breaking Down 8 More Tool Drum Parts	quick-tips	https://admin.musora.com/admin#/content/drumeo/407431	92;94;78;88;89;90	
402688	drumeo	The Genius Of Sheila E.	quick-tips	https://admin.musora.com/admin#/content/drumeo/402688	92;94;78;88;89;90	
396948	drumeo	The Genius Of Keith Moon	quick-tips	https://admin.musora.com/admin#/content/drumeo/396948	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
224458	guitareo	10 Ways To Get Better Faster (But Actually)	quick-tips	https://admin.musora.com/admin#/content/guitareo/224458	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
392844	pianote	225 Years Of Rock Piano In 10 Minutes	quick-tips	https://admin.musora.com/admin#/content/pianote/392844	92;94;78;88;89;90	
231448	guitareo	Learn My Most Requested Song	quick-tips	https://admin.musora.com/admin#/content/guitareo/231448	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
402688	drumeo	The Genius Of Sheila E.	quick-tips	https://admin.musora.com/admin#/content/drumeo/402688	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
371605	pianote	The Ultimate Guide To Ear Training	quick-tips	https://admin.musora.com/admin#/content/pianote/371605	92;94;78;88;89;90	
398738	pianote	How Many Beatles Songs Can You Play In 5 Minutes?!	quick-tips	https://admin.musora.com/admin#/content/pianote/398738	92;94;78;88;89;90	
386289	drumeo	The Genius Of Ringo Starr	quick-tips	https://admin.musora.com/admin#/content/drumeo/386289	92;94;78;88;89;90	
392669	drumeo	The Genius Of Meg White	quick-tips	https://admin.musora.com/admin#/content/drumeo/392669	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
352293	drumeo	The Dennis Chambers "Rosanna" Shuffle	quick-tips	https://admin.musora.com/admin#/content/drumeo/352293	92;94;78;88;89;90	
223942	guitareo	12 Easy Acoustic Guitar Songs	quick-tips	https://admin.musora.com/admin#/content/guitareo/223942	92;94;78;88;89;90	
381985	singeo	Julia Reacts To Spiritbox	quick-tips	https://admin.musora.com/admin#/content/singeo/381985	92;94;78;88;89;90	
278523	guitareo	Top-10 Pop Guitar Moments Of 2020	quick-tips	https://admin.musora.com/admin#/content/guitareo/278523	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
399677	drumeo	Juilliard Jazz Professor Hears Nirvana For The First Time	quick-tips	https://admin.musora.com/admin#/content/drumeo/399677	92;94;78;88;89;90	
381657	drumeo	The Drumming Of “Nevermind” (Nirvana)	quick-tips	https://admin.musora.com/admin#/content/drumeo/381657	92;94;78;88;89;90	
349360	drumeo	12 Must-Know Dave Grohl Drum Beats	quick-tips	https://admin.musora.com/admin#/content/drumeo/349360	92;94;78;88;89;90	
323800	drumeo	The Genius Of Dave Grohl	quick-tips	https://admin.musora.com/admin#/content/drumeo/323800	92;94;78;88;89;90	
255002	drumeo	17 Iconic Drum Fills	quick-tips	https://admin.musora.com/admin#/content/drumeo/255002	92;94;78;88;89;90	
223538	guitareo	Top 5 Nirvana Riffs	quick-tips	https://admin.musora.com/admin#/content/guitareo/223538	92;94;78;88;89;90	
337656	guitareo	Achieving Nirvana	quick-tips	https://admin.musora.com/admin#/content/guitareo/337656	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
331251	singeo	The Most Musical Time Of The Year	quick-tips	https://admin.musora.com/admin#/content/singeo/331251	92;94;78;88;89;90	
325316	singeo	Singeo's Winter Recital Announcement (2021)	quick-tips	https://admin.musora.com/admin#/content/singeo/325316	92;94;78;88;89;90	
401351	singeo	Singeo Virtual Choir 2023	quick-tips	https://admin.musora.com/admin#/content/singeo/401351	92;94;78;88;89;90	
287255	guitareo	Rock Guitar Licks That Will Make You Stand Out	quick-tips	https://admin.musora.com/admin#/content/guitareo/287255	92;94;78;88;89;90	
401049	pianote	Everything You Need To Know About Time Signatures	quick-tips	https://admin.musora.com/admin#/content/pianote/401049	92;94;78;88;89;90	
397873	drumeo	Play "In The End" On The Drums | 5 Levels	quick-tips	https://admin.musora.com/admin#/content/drumeo/397873	92;94;78;88;89;90	
303212	pianote	Stuck? Practice This!	quick-tips	https://admin.musora.com/admin#/content/pianote/303212	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
278525	guitareo	Prince Funk Essentials	quick-tips	https://admin.musora.com/admin#/content/guitareo/278525	92;94;78;88;89;90	
305350	singeo	Pitch - How To Stop Singing Flat	quick-tips	https://admin.musora.com/admin#/content/singeo/305350	92;94;78;88;89;90	
336335	guitareo	Living on the Edge - Top 7 U2 Guitar Licks	quick-tips	https://admin.musora.com/admin#/content/guitareo/336335	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
398738	pianote	How Many Beatles Songs Can You Play In 5 Minutes?!	quick-tips	https://admin.musora.com/admin#/content/pianote/398738	92;94;78;88;89;90	
392669	drumeo	The Genius Of Meg White	quick-tips	https://admin.musora.com/admin#/content/drumeo/392669	92;94;78;88;89;90	
396948	drumeo	The Genius Of Keith Moon	quick-tips	https://admin.musora.com/admin#/content/drumeo/396948	92;94;78;88;89;90	
407043	pianote	Jemma Heigis Hears Huey Lewis & The News For The First Time	quick-tips	https://admin.musora.com/admin#/content/pianote/407043	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
223942	guitareo	12 Easy Acoustic Guitar Songs	quick-tips	https://admin.musora.com/admin#/content/guitareo/223942	92;94;78;88;89;90	
230143	drumeo	Tool’s “Invincible” Polyrhythm Breakdown	quick-tips	https://admin.musora.com/admin#/content/drumeo/230143	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
407431	drumeo	Breaking Down 8 More Tool Drum Parts	quick-tips	https://admin.musora.com/admin#/content/drumeo/407431	92;94;78;88;89;90	
396948	drumeo	The Genius Of Keith Moon	quick-tips	https://admin.musora.com/admin#/content/drumeo/396948	92;94;78;88;89;90	
400260	drumeo	The Genius Of Dom Famularo	quick-tips	https://admin.musora.com/admin#/content/drumeo/400260	92;94;78;88;89;90	
407432	drumeo	Tanner Wayne Breaks Down An In Flames Show	quick-tips	https://admin.musora.com/admin#/content/drumeo/407432	92;94;78;88;89;90	
359715	singeo	I'll Be There Performance	quick-tips	https://admin.musora.com/admin#/content/singeo/359715	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
374487	guitareo	Top 6 Guitar Riffs Of 2022	quick-tips	https://admin.musora.com/admin#/content/guitareo/374487	92;94;78;88;89;90	
366158	pianote	Interstellar Piano Tutorial	quick-tips	https://admin.musora.com/admin#/content/pianote/366158	92;94;78;88;89;90	
383593	drumeo	10 Classic Beats For The Funky Drummer	quick-tips	https://admin.musora.com/admin#/content/drumeo/383593	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
230212	drumeo	A Polyrhythm For Beginners - Tool's “Jambi”	quick-tips	https://admin.musora.com/admin#/content/drumeo/230212	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
407431	drumeo	Breaking Down 8 More Tool Drum Parts	quick-tips	https://admin.musora.com/admin#/content/drumeo/407431	92;94;78;88;89;90	
403725	drumeo	Kaz Rodriguez Hears Primus For The First Time	quick-tips	https://admin.musora.com/admin#/content/drumeo/403725	92;94;78;88;89;90	
197131	pianote	Intro To The Chord Progression ft. Jingle Bells	quick-tips	https://admin.musora.com/admin#/content/pianote/197131	92;94;78;88;89;90	
223536	guitareo	7 Fingerstyle Songs You Must Know	quick-tips	https://admin.musora.com/admin#/content/guitareo/223536	92;94;78;88;89;90	
399712	pianote	Piano Player Makes Strangers Laugh	quick-tips	https://admin.musora.com/admin#/content/pianote/399712	92;94;78;88;89;90	
371605	pianote	The Ultimate Guide To Ear Training	quick-tips	https://admin.musora.com/admin#/content/pianote/371605	92;94;78;88;89;90	
392669	drumeo	The Genius Of Meg White	quick-tips	https://admin.musora.com/admin#/content/drumeo/392669	92;94;78;88;89;90	
349204	guitareo	My 5 Favourite Guitar Tones	quick-tips	https://admin.musora.com/admin#/content/guitareo/349204	92;94;78;88;89;90	
377244	drumeo	5 Easy Songs for Beginner Drummers	quick-tips	https://admin.musora.com/admin#/content/drumeo/377244	92;94;78;88;89;90	
396643	drumeo	Chad Smith Hears Thirty Seconds To Mars For The First Time	quick-tips	https://admin.musora.com/admin#/content/drumeo/396643	92;94;78;88;89;90	
287601	drumeo	21 Legendary Odd-Time Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/287601	92;94;78;88;89;90	
287255	guitareo	Rock Guitar Licks That Will Make You Stand Out	quick-tips	https://admin.musora.com/admin#/content/guitareo/287255	92;94;78;88;89;90	
392844	pianote	225 Years Of Rock Piano In 10 Minutes	quick-tips	https://admin.musora.com/admin#/content/pianote/392844	92;94;78;88;89;90	
278525	guitareo	Prince Funk Essentials	quick-tips	https://admin.musora.com/admin#/content/guitareo/278525	92;94;78;88;89;90	
376721	drumeo	The Genius Of Stewart Copeland	quick-tips	https://admin.musora.com/admin#/content/drumeo/376721	92;94;78;88;89;90	
235192	pianote	How To Play An Awesome Left Hand Accompaniment	quick-tips	https://admin.musora.com/admin#/content/pianote/235192	92;94;78;88;89;90	
255002	drumeo	17 Iconic Drum Fills	quick-tips	https://admin.musora.com/admin#/content/drumeo/255002	92;94;78;88;89;90	
381657	drumeo	The Drumming Of “Nevermind” (Nirvana)	quick-tips	https://admin.musora.com/admin#/content/drumeo/381657	92;94;78;88;89;90	
223538	guitareo	Top 5 Nirvana Riffs	quick-tips	https://admin.musora.com/admin#/content/guitareo/223538	92;94;78;88;89;90	
326040	guitareo	The 5 Best Kurt Cobain Guitar Riffs	quick-tips	https://admin.musora.com/admin#/content/guitareo/326040	92;94;78;88;89;90	
381657	drumeo	The Drumming Of “Nevermind” (Nirvana)	quick-tips	https://admin.musora.com/admin#/content/drumeo/381657	92;94;78;88;89;90	
335004	drumeo	Hannah Welton's Top 5 Prince Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/335004	92;94;78;88;89;90	
396948	drumeo	The Genius Of Keith Moon	quick-tips	https://admin.musora.com/admin#/content/drumeo/396948	92;94;78;88;89;90	
406213	singeo	5 Minute Transformation - Vocal Recovery	quick-tips	https://admin.musora.com/admin#/content/singeo/406213	92;94;78;88;89;90	
226128	guitareo	Top 5 Foo Fighters Riffs	quick-tips	https://admin.musora.com/admin#/content/guitareo/226128	92;94;78;88;89;90	
407043	pianote	Jemma Heigis Hears Huey Lewis & The News For The First Time	quick-tips	https://admin.musora.com/admin#/content/pianote/407043	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
206242	pianote	Piano Fills And Riffs	quick-tips	https://admin.musora.com/admin#/content/pianote/206242	92;94;78;88;89;90	
314072	singeo	What I Think Simon Cowell Meant To Say Was ...	quick-tips	https://admin.musora.com/admin#/content/singeo/314072	92;94;78;88;89;90	
372807	pianote	4 Piano Songs For Beginners	quick-tips	https://admin.musora.com/admin#/content/pianote/372807	92;94;78;88;89;90	
407431	drumeo	Breaking Down 8 More Tool Drum Parts	quick-tips	https://admin.musora.com/admin#/content/drumeo/407431	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
356744	guitareo	Top 6 "Dad Rock" Guitar Riffs From The '70s	quick-tips	https://admin.musora.com/admin#/content/guitareo/356744	92;94;78;88;89;90	
223942	guitareo	12 Easy Acoustic Guitar Songs	quick-tips	https://admin.musora.com/admin#/content/guitareo/223942	92;94;78;88;89;90	
233378	guitareo	8 Songs With 4 Chords	quick-tips	https://admin.musora.com/admin#/content/guitareo/233378	92;94;78;88;89;90	
233380	guitareo	The $1,000,000 Chord Progression (1-5-6-4)	quick-tips	https://admin.musora.com/admin#/content/guitareo/233380	92;94;78;88;89;90	
336152	pianote	Play Your First Song (With 4 Chords)	quick-tips	https://admin.musora.com/admin#/content/pianote/336152	92;94;78;88;89;90	
329083	drumeo	5 Ways To Improve Your Punk Drumming	quick-tips	https://admin.musora.com/admin#/content/drumeo/329083	92;94;78;88;89;90	
395651	pianote	Beautiful Piano In Minutes	quick-tips	https://admin.musora.com/admin#/content/pianote/395651	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
392669	drumeo	The Genius Of Meg White	quick-tips	https://admin.musora.com/admin#/content/drumeo/392669	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
195917	drumeo	Gavin Harrison's Favorite Sticking	quick-tips	https://admin.musora.com/admin#/content/drumeo/195917	92;94;78;88;89;90	
195925	drumeo	6/8 Double Bass Herta Groove	quick-tips	https://admin.musora.com/admin#/content/drumeo/195925	92;94;78;88;89;90	
386289	drumeo	The Genius Of Ringo Starr	quick-tips	https://admin.musora.com/admin#/content/drumeo/386289	92;94;78;88;89;90	
223942	guitareo	12 Easy Acoustic Guitar Songs	quick-tips	https://admin.musora.com/admin#/content/guitareo/223942	92;94;78;88;89;90	
409165	pianote	Anomalie Hears "Lavender Haze" For The First Time	quick-tips	https://admin.musora.com/admin#/content/pianote/409165	92;94;78;88;89;90	
303028	guitareo	How To Learn A Song Fast	quick-tips	https://admin.musora.com/admin#/content/guitareo/303028	92;94;78;88;89;90	
341946	guitareo	Top Grunge Riffs Of The 90s	quick-tips	https://admin.musora.com/admin#/content/guitareo/341946	92;94;78;88;89;90	
337656	guitareo	Achieving Nirvana	quick-tips	https://admin.musora.com/admin#/content/guitareo/337656	92;94;78;88;89;90	
398200	pianote	Top 10 Most Overplayed Piano Songs	quick-tips	https://admin.musora.com/admin#/content/pianote/398200	92;94;78;88;89;90	
376721	drumeo	The Genius Of Stewart Copeland	quick-tips	https://admin.musora.com/admin#/content/drumeo/376721	92;94;78;88;89;90	
226128	guitareo	Top 5 Foo Fighters Riffs	quick-tips	https://admin.musora.com/admin#/content/guitareo/226128	92;94;78;88;89;90	
323800	drumeo	The Genius Of Dave Grohl	quick-tips	https://admin.musora.com/admin#/content/drumeo/323800	92;94;78;88;89;90	
349360	drumeo	12 Must-Know Dave Grohl Drum Beats	quick-tips	https://admin.musora.com/admin#/content/drumeo/349360	92;94;78;88;89;90	
376793	singeo	Don't Make This Singing Mistake	quick-tips	https://admin.musora.com/admin#/content/singeo/376793	92;94;78;88;89;90	
352456	singeo	A Singer's Secret Weapon	quick-tips	https://admin.musora.com/admin#/content/singeo/352456	92;94;78;88;89;90	
409065	drumeo	Megadeth's Drummer Hears Paramore For The First Time	quick-tips	https://admin.musora.com/admin#/content/drumeo/409065	92;94;78;88;89;90	
392996	drumeo	Megadeth Drummer Hears The Killers For The First Time	quick-tips	https://admin.musora.com/admin#/content/drumeo/392996	92;94;78;88;89;90	
383593	drumeo	10 Classic Beats For The Funky Drummer	quick-tips	https://admin.musora.com/admin#/content/drumeo/383593	92;94;78;88;89;90	
335004	drumeo	Hannah Welton's Top 5 Prince Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/335004	92;94;78;88;89;90	
387414	drumeo	The Genius Of Vinnie Paul	quick-tips	https://admin.musora.com/admin#/content/drumeo/387414	92;94;78;88;89;90	
319475	guitareo	The Power Of The SUS2 Chord	quick-tips	https://admin.musora.com/admin#/content/guitareo/319475	92;94;78;88;89;90	
376721	drumeo	The Genius Of Stewart Copeland	quick-tips	https://admin.musora.com/admin#/content/drumeo/376721	92;94;78;88;89;90	
317288	drumeo	23 Famous Jazz Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/317288	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
395949	drumeo	The Genius Of Jonathan "Sugarfoot" Moffett	quick-tips	https://admin.musora.com/admin#/content/drumeo/395949	92;94;78;88;89;90	
375588	pianote	How To Recognize Chords By Ear	quick-tips	https://admin.musora.com/admin#/content/pianote/375588	92;94;78;88;89;90	
406940	drumeo	The Genius Of Jeff Porcaro	quick-tips	https://admin.musora.com/admin#/content/drumeo/406940	92;94;78;88;89;90	
407432	drumeo	Tanner Wayne Breaks Down An In Flames Show	quick-tips	https://admin.musora.com/admin#/content/drumeo/407432	92;94;78;88;89;90	
335004	drumeo	Hannah Welton's Top 5 Prince Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/335004	92;94;78;88;89;90	
401049	pianote	Everything You Need To Know About Time Signatures	quick-tips	https://admin.musora.com/admin#/content/pianote/401049	92;94;78;88;89;90	
236821	pianote	Lisa Writes A Song In 10 Minutes!	quick-tips	https://admin.musora.com/admin#/content/pianote/236821	92;94;78;88;89;90	
392669	drumeo	The Genius Of Meg White	quick-tips	https://admin.musora.com/admin#/content/drumeo/392669	92;94;78;88;89;90	
404347	drumeo	Wolfgang Van Halen & Garrett Whitlock Break Down A Mammoth WVH Show	quick-tips	https://admin.musora.com/admin#/content/drumeo/404347	92;94;78;88;89;90	
397599	drumeo	Brooks Wackerman Breaks Down Avenged Sevenfold Drum Parts	quick-tips	https://admin.musora.com/admin#/content/drumeo/397599	92;94;78;88;89;90	
278523	guitareo	Top-10 Pop Guitar Moments Of 2020	quick-tips	https://admin.musora.com/admin#/content/guitareo/278523	92;94;78;88;89;90	
409165	pianote	Anomalie Hears "Lavender Haze" For The First Time	quick-tips	https://admin.musora.com/admin#/content/pianote/409165	92;94;78;88;89;90	
396948	drumeo	The Genius Of Keith Moon	quick-tips	https://admin.musora.com/admin#/content/drumeo/396948	92;94;78;88;89;90	
371197	drumeo	The Genius Of Elvin Jones	quick-tips	https://admin.musora.com/admin#/content/drumeo/371197	92;94;78;88;89;90	
317288	drumeo	23 Famous Jazz Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/317288	92;94;78;88;89;90	
371197	drumeo	The Genius Of Elvin Jones	quick-tips	https://admin.musora.com/admin#/content/drumeo/371197	92;94;78;88;89;90	
397597	drumeo	The Genius Of Art Blakey	quick-tips	https://admin.musora.com/admin#/content/drumeo/397597	92;94;78;88;89;90	
368198	drumeo	9 Iconic Jazz Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/368198	92;94;78;88;89;90	
366098	drumeo	The Grooves Of Art Blakey	quick-tips	https://admin.musora.com/admin#/content/drumeo/366098	92;94;78;88;89;90	
389197	drumeo	Jonathan "Sugarfoot" Moffett Hears Linkin Park For The First Time	quick-tips	https://admin.musora.com/admin#/content/drumeo/389197	92;94;78;88;89;90	
376721	drumeo	The Genius Of Stewart Copeland	quick-tips	https://admin.musora.com/admin#/content/drumeo/376721	92;94;78;88;89;90	
317288	drumeo	23 Famous Jazz Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/317288	92;94;78;88;89;90	
278525	guitareo	Prince Funk Essentials	quick-tips	https://admin.musora.com/admin#/content/guitareo/278525	92;94;78;88;89;90	
370179	pianote	James Bond Medley	quick-tips	https://admin.musora.com/admin#/content/pianote/370179	92;94;78;88;89;90	
329083	drumeo	5 Ways To Improve Your Punk Drumming	quick-tips	https://admin.musora.com/admin#/content/drumeo/329083	92;94;78;88;89;90	
391043	drumeo	Learning “Nobody” As Fast As Possible (Avenged Sevenfold)	quick-tips	https://admin.musora.com/admin#/content/drumeo/391043	92;94;78;88;89;90	
397599	drumeo	Brooks Wackerman Breaks Down Avenged Sevenfold Drum Parts	quick-tips	https://admin.musora.com/admin#/content/drumeo/397599	92;94;78;88;89;90	
381657	drumeo	The Drumming Of “Nevermind” (Nirvana)	quick-tips	https://admin.musora.com/admin#/content/drumeo/381657	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
387414	drumeo	The Genius Of Vinnie Paul	quick-tips	https://admin.musora.com/admin#/content/drumeo/387414	92;94;78;88;89;90	
376721	drumeo	The Genius Of Stewart Copeland	quick-tips	https://admin.musora.com/admin#/content/drumeo/376721	92;94;78;88;89;90	
397597	drumeo	The Genius Of Art Blakey	quick-tips	https://admin.musora.com/admin#/content/drumeo/397597	92;94;78;88;89;90	
404347	drumeo	Wolfgang Van Halen & Garrett Whitlock Break Down A Mammoth WVH Show	quick-tips	https://admin.musora.com/admin#/content/drumeo/404347	92;94;78;88;89;90	
274364	drumeo	Larnell Lewis Reacts To Snarky Puppy Covers	quick-tips	https://admin.musora.com/admin#/content/drumeo/274364	92;94;78;88;89;90	
326040	guitareo	The 5 Best Kurt Cobain Guitar Riffs	quick-tips	https://admin.musora.com/admin#/content/guitareo/326040	92;94;78;88;89;90	
381657	drumeo	The Drumming Of “Nevermind” (Nirvana)	quick-tips	https://admin.musora.com/admin#/content/drumeo/381657	92;94;78;88;89;90	
372498	guitareo	The 10 Spookiest Guitar Parts Of All Time	quick-tips	https://admin.musora.com/admin#/content/guitareo/372498	92;94;78;88;89;90	
396948	drumeo	The Genius Of Keith Moon	quick-tips	https://admin.musora.com/admin#/content/drumeo/396948	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
371197	drumeo	The Genius Of Elvin Jones	quick-tips	https://admin.musora.com/admin#/content/drumeo/371197	92;94;78;88;89;90	
317288	drumeo	23 Famous Jazz Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/317288	92;94;78;88;89;90	
407431	drumeo	Breaking Down 8 More Tool Drum Parts	quick-tips	https://admin.musora.com/admin#/content/drumeo/407431	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
359561	drumeo	The Genius Of Taylor Hawkins	quick-tips	https://admin.musora.com/admin#/content/drumeo/359561	92;94;78;88;89;90	
278528	guitareo	How To Play Blues Like Steely Dan	quick-tips	https://admin.musora.com/admin#/content/guitareo/278528	92;94;78;88;89;90	
386289	drumeo	The Genius Of Ringo Starr	quick-tips	https://admin.musora.com/admin#/content/drumeo/386289	92;94;78;88;89;90	
387414	drumeo	The Genius Of Vinnie Paul	quick-tips	https://admin.musora.com/admin#/content/drumeo/387414	92;94;78;88;89;90	
402688	drumeo	The Genius Of Sheila E.	quick-tips	https://admin.musora.com/admin#/content/drumeo/402688	92;94;78;88;89;90	
336335	guitareo	Living on the Edge - Top 7 U2 Guitar Licks	quick-tips	https://admin.musora.com/admin#/content/guitareo/336335	92;94;78;88;89;90	
324645	drumeo	The Grooves Of U2	quick-tips	https://admin.musora.com/admin#/content/drumeo/324645	92;94;78;88;89;90	
335004	drumeo	Hannah Welton's Top 5 Prince Grooves	quick-tips	https://admin.musora.com/admin#/content/drumeo/335004	92;94;78;88;89;90	
407944	drumeo	Mike Portnoy Learns Pneuma As Fast As Possible	quick-tips	https://admin.musora.com/admin#/content/drumeo/407944	92;94;78;88;89;90	
368453	drumeo	8 TOOL Songs You Always Wanted To Play On Drums	quick-tips	https://admin.musora.com/admin#/content/drumeo/368453	92;94;78;88;89;90	
355105	drumeo	The Genius Of Danny Carey	quick-tips	https://admin.musora.com/admin#/content/drumeo/355105	92;94;78;88;89;90	
278523	guitareo	Top-10 Pop Guitar Moments Of 2020	quick-tips	https://admin.musora.com/admin#/content/guitareo/278523	92;94;78;88;89;90	
402699	drumeo	ZackGrooves Learns "Physical Education" As Fast As Possible	quick-tips	https://admin.musora.com/admin#/content/drumeo/402699	92;94;78;88;89;90	
323800	drumeo	The Genius Of Dave Grohl	quick-tips	https://admin.musora.com/admin#/content/drumeo/323800	92;94;78;88;89;90	
286537	pianote	The Instant Pianist	quick-tips	https://admin.musora.com/admin#/content/pianote/286537	92;94;78;88;89;90	
330847	pianote	The Top 10 Keyboard Riffs Of The 80s	quick-tips	https://admin.musora.com/admin#/content/pianote/330847	92;94;78;88;89;90	
