Public/Owned	CONTENT_ID	MLC	ISRC	ISWC	TITLE	ARTIST	SMP	UMP	BMG	KOBALT	WCM	ABKCO	AUDIAM	BELIEVE	CONCORD	DMG	DST	HAL	HIPGNOSIS	PEER	RESERVOIR	ROUND HILL	SPIRIT	WIXEN	OTHER	Risk
FALSE	264563	10008D		T0702486267	Killing In The Name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	269470	10008D		T0702486267	Killing in the name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	274659	10008D		T0702486267	Killing In The Name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	287375	10008D		T0702486267	Killing In The Name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	301389	10008D		T0702486267	Killing In The Name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	306575	10008D		T0702486267	Killing In The Name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	329053	10008D		T0702486267	Killing In The Name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	381922	10008D		T0702486267	Killing in the Name	Rage Against the Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	383307	10008D		T0702486267	Killing in the Name	Rage Against the Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	394948	10008D		T0702486267	Killing In The Name (Easy Version)	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	409070	10008D		T0702486267	Killing In The Name	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	284922	1000HZ	USCH38200032	not found	The Only One	Huey Lewis And The News	0	0	0	0	99.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	383947	1000OD		T0713585137	Picture	Kid Rock feat. Sheryl Crow	0	0	0	0	95	0	0	0	0	0	0	0	0	0	5	0	0	0	0	Red
FALSE	384041	1000OD		T0713585137	Picture	Kid Rock feat. Sheryl Crow	0	0	0	0	95	0	0	0	0	0	0	0	0	0	5	0	0	0	0	Red
FALSE	404288	1B1OHD			16 Carriages (Full Version)	Beyonce	60	5	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	Red
FALSE	404281	1B1OHD			16 Carriages (Easy Version)	Beyonce	60	5	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	Red
FALSE	379549	1B69ON		T9294783178	10,000 Hours	Dan + Shay / Justin Bieber	0	10	10	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	20	Red
FALSE	380517	1B69ON		T9294783178	10,000 Hours	Dan + Shay & Justin Bieber	0	10	10	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	20	Red
FALSE	352007	1C1OA9	USM2C2100307		1000 Names	Phil Wickham	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	378662	2E6A2H		T0609003180	20 Good Reasons	Thirsty Merc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	380004	2E6A2H		T0609003180	20 Good Reasons	Thirsty Merc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	391810	2E6A2H		T0609003180	20 Good Reasons	Thirsty Merc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	407243	3A3USL	DEKH61400015		Anton Diabelli - Allegretto Op. 39, N. 4	Neal Fitzpatrick	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	388928	5C37XH		T3057619208	5 Leaf Clover	Luke Combs	4.17	66.68	0	0	29.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	242564	6C0JIF		T9312663186	60 and 9	The Simple Black	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	384217	7E4D1V		T9275213995	7 Rings	Ariana Grande	0	1.2	7.1	0	1.2	0	0	0	90	0	0.5	0	0	0	0	0	0	0	0	Red
FALSE	362453	7E51VC		T3076332924	777	Silk Sonic	0	33.75	36.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	Red
FALSE	390609	8A487Q	FR96X1736014		84 - '85	Subcarpati	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	291652	8A5H1Y		T9042863343	867-5309/Jenny	Tommy Tutone	0	0	0	0	68.13	0	0	0	0	0	0	0	0	0	0	0	0	0	31.87	Red
FALSE	270665	908716		T0702899511	Beneath, Between & Behind	Rush	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	336850	908716		T0702899511	Beneath, Between, and Behind	Rush	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	264589	908892		T0702899566	Best I Can	Rush	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	336850	908892		T0702899566	Best I Can	Rush	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	306501	912405			Carmina Burana: O Fortuna	The Alexandrov Ensemble	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	374877	912405			O Fortuna	Carmina Burana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	384303	930739	USMC17346841		Farther Up The Road	Bobby Blue Bland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	379892	951100			Mack The Knife	Bert Brecht / Marc Blitzstein / Kurt Weill	0	0	59.38	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	336850	973294		T0703546013	Rivendell	Rush	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	406945	973974	GBTFS2102443		Row Your Boat		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	359076	979326	USRW32100050		Shadow Dancing	Foo Fighters	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	387955	979326	USRW32100050		Shadow Dancing	Foo Fighters	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	28208	985985	USMC17251836		The Godfather Chords		100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382684	A00122	USSM10213915	not found	And All That Jazz	Kander & Ebb	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382995	A00122	USSM10213915	not found	And All That Jazz	Kander & Ebb	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	385213	A00197	USAM18002298	not found	A.D. 1928	Styx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	385215	A00197	USAM18002298	not found	A.D. 1958	Styx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	378694	A01897		T0700052830	Alone	Heart	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	264291	A01897		T0700052830	Alone	Heart	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	352456	A01897		T0700052830	Alone	Heart	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380036	A01897		T0700052830	Alone	Heart	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	389885	A01897		T0700052830	Alone	Heart	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	389276	A01897		T0700052830	Alone	Heart	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	282848	A01970	CAM190400104		Absolutely Right	Five Man Electrical Band	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	392734	A01970	CAM190400104		You're Absolutley Right	Five Man Electrical Band	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	260293	A02195		T0700066949	Amazing	Aerosmith	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	306504	A02243		T9007803409	The Age Of Love	Age Of Love, Charlotte Witte, Enrico Sangiuliano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.5	Red
FALSE	382401	A02340		T9102559820	Angry Again	Megadeth	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	377298	A02348	USWD10423197		Arabian Nights	Bruce Adler	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	Red
FALSE	384191	A0294A		T0727804989	Ace Of Hearts	Alan Jackson	0	66.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.34	Red
FALSE	362488	A03552		T0700067362	All I Wanna Do	Sheryl Crow	33	0	0	0	34	0	0	0	0	0	16.5	0	0	0	16.5	0	0	0	0	Red
FALSE	285078	A03552		T0700067362	All I Wanna Do	Sheryl Crow	33	0	0	0	34	0	0	0	0	0	16.5	0	0	0	16.5	0	0	0	0	Red
FALSE	382660	A03552		T0700067362	All I Wanna Do	Sheryl Crow	33	0	0	0	34	0	0	0	0	0	16.5	0	0	0	16.5	0	0	0	0	Red
FALSE	382971	A03552		T0700067362	All I Wanna Do	Sheryl Crow	33	0	0	0	34	0	0	0	0	0	16.5	0	0	0	16.5	0	0	0	0	Red
FALSE	405673	A03552		T0700067362	All I Wanna Do	Sheryl Crow	33	0	0	0	34	0	0	0	0	0	16.5	0	0	0	16.5	0	0	0	0	Red
FALSE	26225	A03594		T0700041877	And The Cradle Will Rock	Van Halen	0	65	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	264729	A03594		T0700041877	And The Cradle Will Rock...	Van Halen	0	65	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	276243	A03594		T0700041877	And The Cradle Will Rock	Van Halen	0	65	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	309420	A04000		T0104353798	Across The Universe	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	398738	A04000		T0104353798	Across The Universe	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382973	A04000		T0104353798	Across The Universe	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382662	A04000		T0104353798	Across The Universe	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	386289	A04320		T8017277043	Act Naturally	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	309390	A04320		T8017277043	Act Naturally	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	271658	A04320		T8017277043	Act Naturally		100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	324909	A04477	GBF089300392	not found	Action	Def Leppard	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	324895	A04510		T0700046327	Action! Not Words	Def Leppard	51.67	33.34	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	323861	A04850			Away In A Manger	Kaiso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	270255	A04967	NLE710480320	T9011345714	Adagio For Strings	Dj Tiësto	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	279245	A05123		T0702490070	Addicted To Love	Robert Palmer	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	386043	A05126		T0708805633	Addicted To Spuds	Weird Al Yankovic	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	403069	A06160	ARF039601619	not found	Angel Eléctrico	Soda Stereo	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	70	Red
FALSE	384805	A06682		T0712631543	Always Be My Baby	Mariah Carey	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	384643	A06823	USMC16253798	T0700007573	All Or Nothing At All	John Coltrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	386019	A07259		T9105091698	Amish Paradise	Weird Al Yankovic	75	8.34	0	0	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33	Red
FALSE	291496	A0762H		T0702218389	African	Peter Tosh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	227336	A08067			Angels Among Us	Demi Lovato	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	404703	A08657		T9000273358	Alright	Jamiroquai	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	401634	A08705	AUSM09600251	not found	Abuse Me	Silverchair	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	278937	A08787		T0700032569	After Forever	Black Sabbath	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	407940	A08787		T0700032569	After Forever	Black Sabbath	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	323862	A09555		T0112911757	Auld Lang Syne	Joseph Haydn	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	275730	A09809		T8020849940	Always Somewhere	Scorpions	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	357628	A09851			Amazing Grace	John Newton	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	211437	A09890	USWB19100027		After The Dance	Fourplay	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	327472	A10066		T0700040987	All My Love	Led Zeppelin	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	233587	A10461		T9024222579	Angel	Sarah Mclachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	233588	A10461		T9024222579	Angel	Sarah Mclachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	308562	A10461		T9024222579	Angel	Sarah McLachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	233589	A10461		T9024222579	Angel	Sarah Mclachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	233590	A10461		T9024222579	Angel	Sarah Mclachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380046	A10461		T9024222579	Angel	Sarah McLachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	327828	A10461		T9024222579	Angel	Sarah McLachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	377954	A10461		T9024222579	Angel	Sarah McLachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378704	A10461		T9024222579	Angel	Sarah McLachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	325224	A10461		T9024222579	Angel	Sarah McLachlan	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	327491	A10606		T0700036981	Achilles Last Stand	Led Zeppelin	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	374011	A10606		T0700036981	Achilles Last Stand	Led Zeppelin	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	388698	A10900	USFI29805147	not found	Aniquila	La Secta All Star	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	384493	A10919		T0708805951	All Over The World	Electric Light Orchestra	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	275522	A10964	USCA28900545		The Angel Song	Great White	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	389139	A11597		T0700039913	Astronomy	Metallica	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	392734	A11654	DKNA22014701		Alley Cat	Bent Fabric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	329083	A12143		T0715935026	Anthem	Blink 182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	327144	A12143		T0715935026	Anthem	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382294	A12143		T0715935026	Anthem	Blink 182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	24649	A12143		T0715935026	Anthem	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	25692	A12143		T0715935026	Anthem	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	259206	A12144		T0708835635	All The Small Things	Blink 182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	29745	A12144		T0708835635	All The Small Things	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	333746	A12144		T0708835635	All The Small Things	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	226132	A12144		T0708835635	All the Small Things	Blink 182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	20249	A12144		T0708835635	All The Small Things	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	333765	A12144		T0708835635	All The Small Things	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	374484	A12144		T0708835635	All The Small Things	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	377756	A12144		T0708835635	All The Small Things	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	333799	A12144		T0708835635	All The Small Things	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	391745	A12144		T0708835635	All The Small Things	Blink 182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	260315	A12145		T0708836274	Adam's Song	Blink-182	33.33	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	295409	A12145		T0708836274	Adam's Song	Blink-182	33.33	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382294	A12145		T0708836274	Adam's Song	Blink 182	33.33	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	387219	A12145		T0708836274	Adam's Song	Blink-182	33.33	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	409138	A12145		T0708836274	Adam's Song (Easy Version)	Blink-182	33.33	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382294	A12146		T0708835986	Aliens Exist	Blink 182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	327139	A12146		T0708835986	Aliens Exist	Blink-182	33.34	0	0	33.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	387222	A12237		T9002127062	Angels	Robbie Williams	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	285088	A12403		T9113866890	All Star	Smash Mouth	0	0	0	0	36.45	0	0	0	0	0	0	0	0	0	0	0	0	0	63.55	Red
FALSE	388045	A12403		T9113866890	All Star	Smash Mouth	0	0	0	0	36.45	0	0	0	0	0	0	0	0	0	0	0	0	0	63.55	Red
FALSE	400994	A12827	USWB19900687		Around The World	Red Hot Chili Peppers	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	Red
FALSE	390625	A12827	USWB19900687	not found	Around The World	Red Hot Chili Peppers	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	Red
FALSE	364651	A12847		T0700073693	Again	Alice In Chains	0	0	33.33	0	0	0	66.68	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	331400	A12957	USMC10345842		Another Night to Cry	Lonnie Johnson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	361710	A13353		T0702564951	After The Fall	Journey	0	0	0	0	0	0	0	0	0	0	0	0	66.67	0	0	0	0	0	16.67	Red
FALSE	341721	A13353		T0702564951	After the Fall	Journey	0	0	0	0	0	0	0	0	0	0	0	0	66.67	0	0	0	0	0	16.67	Red
FALSE	386903	A13367	USVI29300001	not found	Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	348235	A13367	USVI29300001		Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	395221	A13367	USVI29300001	not found	Are You Gonna Go My Way (Easy Version)	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	29774	A13367	USVI29300001		Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	348231	A13367	USVI29300001		Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	29578	A13367	USVI29300001		Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	27164	A13367	USVI29300001	not found	Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	25684	A13367	USVI29300001		Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	20152	A13367	USVI29300001		Are You Gonna Go My Way	Lenny Kravitz	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	340103	A13721	GBAAA0700175		Abacab	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	388198	A13721	GBAAA0700175		ABACAB	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	393376	A14398		T9055773212	Aguanile	Marc Anthony	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	388198	A14496	GBAAA0700174		Another Record	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	388198	A14507	GBAAA9400441		Alone Tonight	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	389949	A14511	GBAAA9400518		Afterglow	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	386281	A14511	GBAAA9400518		Afterglow	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	403729	A14692		T0702318635	Ain't That A Shame (Easy Version)	Fats Domino	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	403727	A14692		T0702318635	Ain't That A Shame (Full Version)	Fats Domino	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382367	A14692		T0702318635	Ain't That A Shame	Cheap Trick	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	291332	A14692		T0702318635	Ain't That A Shame	Fats Domino	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382504	A14920		T0710569735	Absolutely (Story of a Girl)	Nine Days	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382815	A14920		T0710569735	Absolutely (Story of a Girl)	Nine Days	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	373283	A15391		T0714346550	Angel	Shaggy	50	0	0	0	3.125	0	0	0	0	0	0	0	0	0	0	0	0	0	46.875	Red
FALSE	388631	A15460	USWWW0201709	not found	Ain't It Funky, Pts. 1-2	James Brown	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	244519	A15516		T0725976384	ABC	The Jackson 5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	270725	A15516		T0725976384	ABC	The Jackson 5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	402660	A15577	USJAY0000014		All Or Nothing	O-Town	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	367719	A15698		T9245819754	Around The World	A Touch Of Class	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.33	Red
FALSE	391745	A16274		T0714488046	Anthem Part Two	Blink 182	33.33	0	0	33.34	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	327329	A16274		T0714488046	Anthem Part Two	Blink-182	33.33	0	0	33.34	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	382294	A16274		T0714488046	Anthem Part Two	Blink 182	33.33	0	0	33.34	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	406583	A16600		T0710562994	Ain't Misbehavin' (Easy Version)	Thomas "Fats" Waller	33.333	0	33.334	0	33.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	406582	A16600		T0710562994	Ain't Misbehavin' (Solo)	Thomas "Fats" Waller	33.333	0	33.334	0	33.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	406581	A16600		T0710562994	Ain't Misbehavin'	Thomas "Fats" Waller	33.333	0	33.334	0	33.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	379844	A16600		T0710562994	Ain't Misbehavin'	Steve Tyrell	33.333	0	33.334	0	33.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	264641	A16833		T0718507733	Aerials	System Of A Down	68	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	383351	A16833		T0718507733	Aerials	System of a Down	68	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
