id,slug,title,brand,type,difficulty,xp,status,published_on,total_xp,parent_id,child_position,soundslice_slug,registration_url,topic,instructor,description,thumbnail_url,original_thumbnail_url,logo_image_url,header_image_url,chapter_1_desc,chapter_2_desc,chapter_3_desc,chapter_4_desc,chapter_5_desc,chapter_6_desc,chapter_1_timecode,chapter_2_timecode,chapter_3_timecode,chapter_4_timecode,chapter_5_timecode,chapter_6_timecode,duration,vimeo_video_id,youtube_video_id
398599,paradiddle-diddle-chops-lesson-workout-1,Paradiddle-diddle Chops | Lesson & Workout 1,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,12,MQ4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-12-1702410235.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-12-1702410235.jpg,NULL,NULL,Paradiddle-diddle Groove,Right Hand On Ride Cymbal,Left Hand On Hi-Hat,Right Hand On Floor Tom,Left Hand On Tom 1,Wrap-Up,132,324,420,516,612,708,731,833756618,NULL
398600,paradiddle-diddle-chops-workout-2,Paradiddle-diddle Chops | Workout 2,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,13,kQ4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-13-1702413709.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-13-1702413709.jpg,NULL,NULL,Paradiddle-diddle Groove,Move It Around The Toms,Right Hand On Ride Cymbal,Left Hand On Hi-Hat,Add In Open Hi-Hat Accent,Wrap-Up,19,211,307,403,499,595,614,833757035,NULL
398601,paradiddle-diddle-chops-workout-3,Paradiddle-diddle Chops | Workout 3,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,14,4Q4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-14-1702413722.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-14-1702413722.jpg,NULL,NULL,Paradiddle-diddle Groove,Move It Around Over The Barline,Move It Around The Toms,Right Hand On Ride Cymbal,Left Hand On Hi-Hat (Hand Split Action),Wrap-Up,19,115,307,403,499,595,612,833757237,NULL
398602,paradiddle-diddle-chops-workout-4,Paradiddle-diddle Chops | Workout 4,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,15,yQ4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-15-1702413733.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-15-1702413733.jpg,NULL,NULL,Sextuplet Paradiddle-diddle,Right Hand On Ride Cymbal,Move It Around The Toms,Add In Double Kick Action,2 Measures Long,Wrap-Up,175,284,394,504,668,723,629,833757567,NULL
398603,paradiddle-diddle-chops-workout-5,Paradiddle-diddle Chops | Workout 5,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,16,wQ4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-16-1702413749.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-16-1702413749.jpg,NULL,NULL,Paradiddle-diddle Groove,Displace It By A 16th Note,Do It Twice In 1 Bar,Add In The Toms,Split Up The Hands On Ride & Hi-Hat,Wrap-Up,30,140,250,359,469,579,596,887719620,NULL
398604,creative-combinations-lesson-workout-1,Creative Combinations | Lesson & Workout 1,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,17,YQ4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-17-1702413894.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-17-1702413894.jpg,NULL,NULL,Paradiddle-diddle On Hi-Hat,Paradiddle-diddle On Ride,Move It Around The Toms,Add In Double Kick Action,2 Measures Long,Wrap-Up,175,284,394,504,613,723,746,832358291,NULL
398605,creative-combinations-workout-2,Creative Combinations | Workout 2,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,18,lQ4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-18-1702413920.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-18-1702413920.jpg,NULL,NULL,32nd Note Paradiddle-diddle,Paradiddle-diddle On Hi-Hat,Move It Around The Toms,Add Two Over One Splits,32nd Notes Between Hi-Hat & Toms,Wrap-Up,21,130,240,350,460,569,592,832388049,NULL
398606,creative-combinations-workout-3,Creative Combinations | Workout 3,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,19,zQ4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-19-1702413932.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-19-1702413932.jpg,NULL,NULL,16th Note Chops,32nd Note Chops,Sextuplet Chops & Switch To Ride,Add In Double Kick Action,32nd Note Chops (Ride Groove),Wrap-Up,23,133,298,353,462,572,600,832391987,NULL
398607,creative-combinations-workout-4,Creative Combinations | Workout 4,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,20,2Q4Yc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-20-1702413943.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-20-1702413943.jpg,NULL,NULL,Intro,Trading 4s With Zack,Zack's Final Solo,Wrap-Up,NULL,NULL,0,33,585,597,NULL,NULL,648,832689150,NULL
398608,creative-combinations-workout-5,Creative Combinations | Workout 5,drumeo,challenge-part,5,150,published,2023-12-28 08:01:00,150,398587,21,x1wYc,NULL,NULL,Zack Grooves,NULL,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-21-1702413955.jpg,https://d1923uyy6spedc.cloudfront.net/30-Day-Chops-Update-2023-21-1702413955.jpg,NULL,NULL,Intro,Trading 4s With Zack,Zack's Final Solo,Wrap-Up,NULL,NULL,0,50,626,650,NULL,NULL,673,887719923,NULL
398610,day-0-course-kickoff,Day 0 - Course Kickoff,guitareo,challenge-part,1,100,draft,2024-01-01 14:00:00,100,398609,1,NULL,NULL,NULL,Ayla Tesler-Mabe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398611,day-01-tuning-your-guitar,Day 0.1 - Tuning Your Guitar,guitareo,challenge-part,1,100,draft,2024-01-01 14:00:00,100,398609,2,NULL,NULL,NULL,Ayla Tesler-Mabe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398612,day-02-how-to-hold-a-pick-strumming-basics,Day 0.2 - How To Hold A Pick & Strumming Basics,guitareo,challenge-part,1,100,draft,2024-01-01 14:00:00,100,398609,3,NULL,NULL,NULL,Ayla Tesler-Mabe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398613,day-1-start-with-one-note,Day 1 - Start With One Note,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,4,RdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-04-1702500533.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-04-1702500533.jpg,NULL,NULL,"G, E & C - Play Once","G, E & C - Play Twice","G, E, C & D - Play Twice",Wrap-Up,NULL,NULL,54,248,455,663,NULL,NULL,685,890185626,NULL
398614,day-2-make-g-and-em-more-exciting,Day 2 - Make G And Em More Exciting,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,5,HdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-05-1702500565.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-05-1702500565.jpg,NULL,NULL,"G Chord, E, C & D Single Notes","Em Chord, G, C & D Single Notes","G & Em Chords, C & D Single Notes",Wrap-Up,NULL,NULL,12,207,423,636,NULL,NULL,654,890185610,NULL
398615,day-3-take-c-to-the-next-level,Day 3 - Take C To The Next Level,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,6,bdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-06-1702500582.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-06-1702500582.jpg,NULL,NULL,"G, Em Chords, C & D Single Notes","G & Em Chords, C & D Single Notes","G, Em, C Chords, D Single Note",Wrap-Up,NULL,NULL,12,207,416,618,NULL,NULL,633,890185652,NULL
398616,day-4-4-lush-chords,Day 4 - 4 Lush Chords,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,7,sdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-07-1702500593.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-07-1702500593.jpg,NULL,NULL,"G, Em, C Chords, D Single Note","G, E, C Single Notes, D Chord","G, Em, C, D Chords",Wrap-Up,NULL,NULL,5,200,403,614,NULL,NULL,630,890185677,NULL
398617,day-5-add-in-a-chord-variation,Day 5 - Add In A Chord Variation,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,8,1dwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-08-1702500606.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-08-1702500606.jpg,NULL,NULL,"G, Em, C, D Chords","G, Em, C, D (improved) Chords","G, Em, C, D (improved) Chords",Wrap-Up,NULL,NULL,13,208,417,626,NULL,NULL,654,890185689,NULL
398618,day-6-playing-the-full-g,Day 6 - Playing The Full G,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,9,ddwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-09-1702500628.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-09-1702500628.jpg,NULL,NULL,"G, Em, C, D Chords","Full G Chord, E, C, D Single Notes","Full G, Em, C, D Chords",Outro,NULL,NULL,22,216,428,639,NULL,NULL,658,890186042,NULL
398619,day-7-playing-the-full-em,Day 7 - Playing The Full Em,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,10,7dwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-10-1702500640.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-10-1702500640.jpg,NULL,NULL,"G, Em, C, D Chords","G, Full Em, C, D Chords","G, Full Em, C, D Chords",Outro,NULL,NULL,3,198,406,627,NULL,NULL,636,890186056,NULL
398620,day-8-playing-the-full-c,Day 8 - Playing The Full C,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,11,WdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-11-1702500652.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-11-1702500652.jpg,NULL,NULL,"G, Em, C, D Chords","G, Em, Full C, D Chords","G, Em, Full C, D Chords",Outro,NULL,NULL,1,196,405,610,NULL,NULL,623,890186066,NULL
398621,day-9-playing-the-full-d,Day 9 - Playing The Full D,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,12,BdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-12-1702500663.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-12-1702500663.jpg,NULL,NULL,"G, Em, C, D Chords","G, Em, C, Full D Chords","G, Em, C, Full D Chords",Wrap-Up,NULL,NULL,1,196,400,613,NULL,NULL,639,890186077,NULL
398622,day-10-split-up-your-chords,Day 10 - Split Up Your Chords,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,13,ZdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-13-1702500675.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-13-1702500675.jpg,NULL,NULL,"G, Em, C, D (Incomplete) Chords","G, Em, C, Full D Splitting Chords","G, Em, C, Full D Splitting Chords",Wrap-Up,NULL,NULL,10,205,408,618,NULL,NULL,634,890186088,NULL
398623,day-11-creating-a-mood-shift,Day 11 - Creating A Mood Shift,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,14,LdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-14-1702500687.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-14-1702500687.jpg,NULL,NULL,"G, Em, C, D Strumming Pattern 1","Strumming Pattern 1, Em Break Up","Strumming Pattern 1, Em Break Up",Wrap-Up,NULL,NULL,23,218,418,641,NULL,NULL,668,890186583,NULL
398624,day-12-adding-more-texture-in-the-bridge,Day 12 - Adding More Texture In The Bridge,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,15,jdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-15-1702500697.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-15-1702500697.jpg,NULL,NULL,"G, Em, C, D Strumming Pattern 1","Strumming Pattern 1, Em & C Break Up","Strumming Pattern 1, Em & C Break Up",Wrap-Up,NULL,NULL,4,198,409,614,NULL,NULL,661,890186598,NULL
398625,day-13-completing-the-bridge,Day 13 - Completing The Bridge,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,16,9dwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-16-1702500709.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-16-1702500709.jpg,NULL,NULL,"Strumming Pattern 1, Em & C Break Up","Strumming Pattern 1, Em, C, G Break Up","Strumming Pattern 1, Em, C, G Break Up",Outro,NULL,NULL,4,198,404,611,NULL,NULL,626,890186613,NULL
398626,day-14-a-new-groovy-strum-pattern,Day 14 - A New Groovy Strum Pattern,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,17,KdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-17-1702500722.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-17-1702500722.jpg,NULL,NULL,"Strumming Pattern 1, Em, C, G Break Up","Strumming Pattern 2, Em, C, G Break Up","Strumming Pattern 2, Em, C, G Break Up",Wrap-Up,NULL,NULL,2,197,403,609,NULL,NULL,642,890186624,NULL
398627,day-15-getting-comfortable-with-strumming,Day 15 - Getting Comfortable With Strumming,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,18,xdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-18-1702500734.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-18-1702500734.jpg,NULL,NULL,Strumming Pattern 1 Splitted,Strumming Pattern 1 Splitted,Strumming Patterns Combined,Wrap-Up,NULL,NULL,11,206,409,619,NULL,NULL,661,890186637,NULL
398628,day-16-bring-down-the-hammer,Day 16 - Bring Down The Hammer,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,19,-dwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-19-1702500758.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-19-1702500758.jpg,NULL,NULL,G Chord With Hammer-Ons,Em Chord With Hammer-Ons,G & Em Chord With Hammer-Ons,Wrap-Up,NULL,NULL,16,210,414,617,NULL,NULL,648,890186652,NULL
398629,day-17-hammer-ons-on-all-4-chords,Day 17 - Hammer-ons On All 4 Chords,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,20,QdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-20-1702500772.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-20-1702500772.jpg,NULL,NULL,C Chord With Hammer-Ons,D Chord With Hammer-Ons,C & D Chords With Hammer-Ons,Wrap-Up,NULL,NULL,11,206,410,614,NULL,NULL,627,890186666,NULL
398630,day-18-learn-the-campfire-special,Day 18 - Learn The Campfire Special,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,21,ndwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-21-1702500785.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-21-1702500785.jpg,NULL,NULL,"G, Em, C, D With Hammer-Ons",Campfire Special,Campfire Special #2,Wrap-Up,NULL,NULL,13,207,430,637,NULL,NULL,655,890186685,NULL
398631,day-19-get-ready-to-perform,Day 19 - Get Ready To Perform,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,22,FdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-22-1702500799.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-22-1702500799.jpg,NULL,NULL,Strumming Patterns Combined,Strumming Patterns Combined,Strumming Patterns With Dynamics,Wrap-Up,NULL,NULL,17,212,424,631,NULL,NULL,649,890186695,NULL
398632,day-20-final-performance,Day 20 - Final Performance,guitareo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398609,23,tdwYc,NULL,NULL,Ayla Tesler-Mabe,NULL,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-23-1702500809.jpg,https://d1923uyy6spedc.cloudfront.net/AcousticGuitaristsUpdated-23-1702500809.jpg,NULL,NULL,Strumming Patterns Combined,Jam Session,Jam Session #2,Wrap-Up,NULL,NULL,35,230,454,665,NULL,NULL,715,890186704,NULL
398633,bonus-video-how-to-use-a-capo,Bonus Video - How To Use A Capo,guitareo,challenge-part,1,100,draft,2024-01-01 14:00:00,100,398609,24,NULL,NULL,NULL,Ayla Tesler-Mabe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398636,course-kick-off,Course Kick-Off,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,1,NULL,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/KickOff-1702425169.jpg,https://d1923uyy6spedc.cloudfront.net/KickOff-1702425169.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,887785770,NULL
398637,acoustic-kit-setup,Acoustic Kit Setup,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,2,NULL,NULL,NULL,Kyle Radomsky,NULL,https://d1923uyy6spedc.cloudfront.net/KitSetupThumbs-04-1702425200.jpg,https://d1923uyy6spedc.cloudfront.net/KitSetupThumbs-04-1702425200.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1456,887785814,NULL
398638,electronic-kit-setup,Electronic Kit Setup,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,3,NULL,NULL,NULL,Kyle Radomsky,NULL,https://d1923uyy6spedc.cloudfront.net/KitSetupThumbs-02-1702425215.jpg,https://d1923uyy6spedc.cloudfront.net/KitSetupThumbs-02-1702425215.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1104,887785930,NULL
398639,practice-pad-setup,Practice Pad Setup,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,4,NULL,NULL,NULL,Kyle Radomsky,NULL,https://d1923uyy6spedc.cloudfront.net/KitSetupThumbs-03-1702425232.jpg,https://d1923uyy6spedc.cloudfront.net/KitSetupThumbs-03-1702425232.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,869,887785994,NULL
398640,day-1-your-first-drum-beat-lesson-workout-1,Day 1 (Your First Drum Beat - Lesson & Workout 1),drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,5,9K4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day1-1702416920.jpg,https://d1923uyy6spedc.cloudfront.net/Day1-1702416920.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Play Hi-Hat & Bass Drum,Play The Snare & The Bass Drum,Hi-Hat Groove,Ride Groove,Wrap-Up,170,341,511,597,682,767,791,887787268,NULL
398641,your-first-drum-beat-workout-2,Your First Drum Beat - Workout 2,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,6,KK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day2-1702418589.jpg,https://d1923uyy6spedc.cloudfront.net/Day2-1702418589.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Play Hi-Hat & Bass Drum,Hi-Hat Groove,Ride Groove,Floor Tom Groove,Wrap-Up,37,208,293,464,549,634,661,887787391,NULL
398642,your-first-drum-beat-workout-3,Your First Drum Beat - Workout 3,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,7,xK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day3-1702418674.jpg,https://d1923uyy6spedc.cloudfront.net/Day3-1702418674.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Play Hi-Hat & Bass Drum,Hi-Hat Groove,Floor Tom Groove,Hi-Tom & Floor Tom Groove,Wrap-Up,27,198,283,369,454,625,648,887787490,NULL
398643,your-first-drum-beat-workout-4,Your First Drum Beat - Workout 4,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,8,nK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day4-1702418944.jpg,https://d1923uyy6spedc.cloudfront.net/Day4-1702418944.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Hi-Hat & Bass Into Hi-Hat Groove,Ride Groove,Hi-Tom & Floor Tom Groove,Hi-Tom & Ride Groove,Wrap-Up,36,206,377,462,548,633,663,887787563,NULL
398644,your-first-drum-beat-workout-5,Your First Drum Beat - Workout 5,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,9,FK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day5-1702419812.jpg,https://d1923uyy6spedc.cloudfront.net/Day5-1702419812.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Hi-Hat & Bass Into Hi-Hat Groove,Ride Groove,Floor Tom Groove,Hi-Tom & Floor Tom Groove,Wrap-Up,34,204,375,460,546,631,663,887787661,NULL
398645,doubling-it-up-lesson-workout-1,Doubling It Up - Lesson & Workout 1,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,10,tK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day6-1702419895.jpg,https://d1923uyy6spedc.cloudfront.net/Day6-1702419895.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Play Hi-Hat & Bass Drum,Building The Hi-Hat Groove,Hi-Hat To Ride Groove,Wrap-Up,NULL,183,354,525,610,781,NULL,818,887787800,NULL
398646,doubling-it-up-workout-2,Doubling It Up - Workout 2,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,11,5K4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day7-1702420285.jpg,https://d1923uyy6spedc.cloudfront.net/Day7-1702420285.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Building The Hi-Hat Groove,Hi-Hat To Floor Tom Groove,Wrap-Up,NULL,NULL,32,203,459,629,NULL,NULL,663,887787896,NULL
398647,doubling-it-up-workout-3,Doubling It Up - Workout 3,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,12,gK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day8-1702420353.jpg,https://d1923uyy6spedc.cloudfront.net/Day8-1702420353.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Play Hi-Hat & Bass Drum,Hi-Hat Groove,Hi-Hat To Ride Groove,Floor Tom Groove,Wrap-Up,29,199,285,370,541,626,599,887787992,NULL
398648,doubling-it-up-workout-4,Doubling It Up - Workout 4,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,13,6K4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day9-1702420456.jpg,https://d1923uyy6spedc.cloudfront.net/Day9-1702420456.jpg,NULL,NULL,Play Hi-Hat & Snare Drum,Play Hi-Hat & Bass Drum,Hi-Hat Groove,Ride Groove,Hi-Tom & Floor Tom Groove,Wrap-Up,28,198,284,369,454,625,653,887788071,NULL
398649,doubling-it-up-workout-5,Doubling It Up - Workout 5,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,14,GK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day10-1702420947.jpg,https://d1923uyy6spedc.cloudfront.net/Day10-1702420947.jpg,NULL,NULL,Hi-Hat To Hi-Hat Groove,Ride Groove,Floor Tom Groove,Hi-Tom & Floor Tom Groove,Hi-Tom & Ride Groove,Wrap-Up,31,201,287,372,457,628,648,887788188,NULL
398650,adding-fills-crashes-lesson-workout-1,Adding Fills & Crashes - Lesson & Workout 1,drumeo,challenge-part,1,100,published,2023-12-28 08:01:00,100,398635,15,rK4Yc,NULL,NULL,Domino Santantonio,NULL,https://d1923uyy6spedc.cloudfront.net/Day11-1702421163.jpg,https://d1923uyy6spedc.cloudfront.net/Day11-1702421163.jpg,NULL,NULL,Adding A Crash To The Hi-Hat Groove,Adding A Crash To The Ride Groove,Adding A Crash To The Floor Tom Groove,Moving Between The Grooves,Wrap-Up,NULL,186,357,442,527,783,NULL,1158,887788445,NULL
